Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster
13727.0,1080.05,8,2011-11-11 09:46:00,28,3
13728.0,2855.17,16,2011-11-03 10:49:00,36,0
13729.0,724.73,3,2010-09-30 10:44:00,435,2
13730.0,752.6,2,2011-07-27 08:35:00,135,1
13731.0,610.59,2,2011-05-04 14:33:00,218,1
13732.0,491.86,1,2011-11-11 15:49:00,27,1
13733.0,487.03000000000003,2,2010-10-25 12:18:00,410,2
13736.0,2766.21,7,2011-12-04 15:19:00,4,3
13737.0,339.59999999999997,1,2011-05-23 16:32:00,199,1
13738.0,440.93,1,2010-11-08 15:23:00,395,2
13739.0,292.2,2,2011-11-21 13:35:00,17,1
13740.0,1597.77,5,2011-04-13 10:32:00,240,3
13741.0,668.4300000000001,3,2011-09-29 09:19:00,71,1
13742.0,3131.02,12,2011-11-23 11:07:00,16,0
13743.0,1341.6,7,2011-12-07 10:09:00,2,3
13744.0,1156.36,2,2011-09-05 15:19:00,94,1
13745.0,777.36,2,2011-06-30 16:43:00,161,1
13746.0,176.69,1,2010-10-22 11:55:00,413,2
13747.0,249.39999999999998,2,2010-12-01 10:37:00,373,2
13748.0,2268.35,9,2011-09-05 09:45:00,95,3
13750.0,3602.1800000000003,11,2011-10-17 12:16:00,53,0
13751.0,296.25,1,2011-02-24 15:56:00,287,2
13752.0,1590.73,7,2011-08-07 14:16:00,123,3
13753.0,2094.57,4,2011-02-25 12:48:00,287,3
13754.0,447.05,3,2011-07-11 11:51:00,151,1
13755.0,2161.35,9,2011-12-06 12:26:00,3,3
13757.0,195.55,1,2010-02-03 12:37:00,674,2
13759.0,659.4100000000001,2,2011-11-06 14:47:00,32,1
13760.0,1363.6399999999999,5,2011-10-16 16:13:00,53,3
13761.0,1952.17,6,2011-10-20 14:01:00,49,3
13762.0,2472.48,5,2011-05-05 09:15:00,218,3
13764.0,2942.31,6,2011-09-30 12:03:00,70,3
13765.0,352.821,1,2010-02-24 13:46:00,652,2
13766.0,190.35,1,2010-08-01 14:25:00,494,2
13768.0,875.97,2,2009-12-13 10:41:00,726,2
13770.0,785.37,4,2010-10-13 15:10:00,421,2
13772.0,3114.22,8,2011-11-06 11:43:00,33,0
13773.0,301.54,2,2010-11-08 11:49:00,396,2
13774.0,345.0,1,2011-09-19 12:06:00,81,1
13775.0,1049.66,1,2010-04-28 12:15:00,590,2
13778.0,1124.49,4,2011-08-28 15:25:00,102,1
13779.0,161.13,1,2010-07-12 11:24:00,515,2
13780.0,735.82,3,2011-12-02 13:49:00,6,1
13781.0,778.83,3,2011-04-03 12:08:00,250,1
13782.0,1793.72,13,2011-11-27 11:54:00,12,0
13783.0,1542.09,4,2010-08-09 09:23:00,487,2
13784.0,2910.23,14,2011-11-30 09:33:00,9,0
13785.0,542.49,4,2010-10-07 09:25:00,428,2
13786.0,3358.94,6,2010-12-07 13:53:00,366,3
13787.0,1222.5,6,2011-09-25 12:06:00,75,3
13788.0,3.75,1,2010-07-22 15:50:00,504,2
13789.0,239.45999999999998,1,2010-11-16 15:31:00,387,2
13790.0,348.8,1,2011-12-05 15:48:00,3,1
13791.0,1516.0,2,2011-08-04 11:44:00,127,1
13792.0,383.95,3,2011-10-04 14:31:00,65,1
13793.0,96.0,1,2010-03-03 08:25:00,646,2
13794.0,126.03,1,2010-06-11 12:30:00,546,2
13795.0,836.3,4,2010-11-16 17:25:00,387,2
13796.0,289.7,1,2010-07-28 14:45:00,498,2
13797.0,1179.45,3,2010-09-29 10:34:00,436,2
13799.0,2803.57,9,2011-08-15 12:07:00,116,0
13800.0,1679.56,3,2011-02-03 12:27:00,309,3
13801.0,324.8,1,2011-10-04 10:15:00,66,1
13803.0,1338.91,3,2011-03-29 12:57:00,254,1
13804.0,3208.52,9,2011-11-09 12:32:00,30,0
13805.0,924.6,2,2011-10-18 14:50:00,51,1
13806.0,256.38,1,2011-10-07 11:43:00,63,1
13807.0,534.8,3,2010-12-07 15:48:00,366,2
13808.0,1747.66,5,2011-12-04 12:18:00,5,3
13809.0,679.7,3,2011-02-07 13:15:00,304,2
13810.0,827.51,2,2011-11-11 08:33:00,28,1
13811.0,519.75,2,2011-06-09 09:54:00,183,1
13812.0,485.0,3,2011-10-28 14:27:00,41,1
13813.0,2387.4700000000003,8,2011-10-31 10:38:00,39,3
13814.0,2257.32,3,2011-09-08 13:48:00,91,3
13816.0,499.67,2,2011-11-16 08:38:00,23,1
13817.0,328.98,2,2011-11-10 17:49:00,28,1
13818.0,61.28,1,2010-10-06 12:35:00,429,2
13819.0,2642.35,6,2011-02-11 10:38:00,301,3
13820.0,660.65,3,2010-10-17 13:46:00,417,2
13821.0,1410.73,6,2011-07-18 09:49:00,144,3
13822.0,632.0,2,2011-12-04 12:13:00,5,1
13823.0,3403.4500000000003,7,2011-11-21 10:22:00,18,0
13824.0,3314.76,12,2011-11-07 12:41:00,32,0
13825.0,255.59,2,2010-03-28 11:02:00,621,2
13826.0,189.5,1,2011-06-16 13:48:00,175,1
13827.0,412.05,3,2011-10-13 12:38:00,57,1
13828.0,209.49,1,2011-11-17 16:02:00,21,1
13829.0,102.0,1,2010-10-14 18:19:00,420,2
13830.0,156.85000000000002,1,2010-05-07 12:24:00,581,2
13832.0,613.6899999999999,2,2011-11-20 15:36:00,18,1
13833.0,701.36,2,2011-07-03 13:27:00,158,1
13834.0,324.19,2,2010-05-12 10:27:00,576,2
13835.0,1095.27,7,2011-11-14 15:37:00,24,3
13836.0,620.37,2,2010-11-05 13:31:00,398,2
13837.0,271.24,2,2011-05-12 12:10:00,211,1
13838.0,1966.09,10,2011-12-04 11:00:00,5,3
13839.0,139.95000000000002,1,2010-08-10 13:52:00,485,2
13840.0,651.4,1,2010-10-19 13:34:00,415,2
13841.0,85.0,1,2011-04-01 12:10:00,252,1
13843.0,319.75,1,2010-11-23 17:48:00,380,2
13844.0,361.62,1,2011-11-28 13:21:00,10,1
13845.0,312.98,1,2011-10-06 08:25:00,64,1
13846.0,1307.79,4,2011-11-15 12:07:00,24,3
13847.0,310.72,1,2009-12-20 10:41:00,719,2
13848.0,3335.0,8,2011-09-08 12:58:00,91,0
13849.0,3469.3,5,2011-10-19 10:59:00,51,3
13850.0,1595.48,1,2011-08-02 14:04:00,128,1
13851.0,4606.46,8,2011-09-05 12:36:00,95,0
13852.0,187.35000000000002,1,2010-04-08 09:06:00,610,2
13853.0,1090.14,1,2011-10-13 14:18:00,56,1
13855.0,1310.3400000000001,4,2010-07-27 09:53:00,500,2
13856.0,1142.03,11,2011-06-24 10:03:00,168,3
13857.0,1000.91,6,2010-11-11 12:54:00,392,2
13858.0,216.17,1,2011-10-13 16:17:00,56,1
13859.0,515.86,2,2011-01-17 16:14:00,325,2
13860.0,1245.9,5,2011-12-08 12:57:00,0,3
13861.0,273.26,2,2010-10-06 14:20:00,428,2
13862.0,2556.09,9,2011-11-21 16:24:00,17,0
13863.0,1239.55,4,2011-04-06 10:20:00,247,3
13864.0,662.4000000000001,1,2010-11-18 12:50:00,386,2
13865.0,501.56,4,2011-10-12 13:31:00,57,1
13866.0,145.67000000000002,1,2011-09-26 14:54:00,73,1
13867.0,1015.29,3,2011-11-08 15:48:00,30,1
13868.0,3192.54,2,2011-12-02 16:32:00,6,3
13872.0,919.57,3,2010-06-30 15:35:00,526,2
13873.0,1038.92,8,2011-08-12 10:08:00,119,3
13874.0,2049.15,7,2010-12-16 18:20:00,357,3
13875.0,4814.37,14,2011-10-17 09:36:00,53,0
13876.0,122.7,1,2011-10-07 10:22:00,63,1
13877.0,449.68,3,2011-09-14 15:49:00,85,1
13878.0,2473.06,4,2011-10-16 12:19:00,54,3
13879.0,395.5,1,2010-03-04 10:49:00,645,2
13882.0,1191.13,5,2011-12-07 11:16:00,2,3
13884.0,1888.48,10,2011-12-02 16:30:00,6,3
13885.0,506.8,2,2011-06-03 15:07:00,188,1
13886.0,243.56,1,2011-09-29 13:17:00,70,1
13887.0,349.55,1,2011-05-19 17:22:00,203,1
13888.0,2169.05,7,2011-08-12 10:13:00,119,3
13889.0,1991.23,6,2011-09-08 09:13:00,92,3
13890.0,2927.38,14,2011-12-08 15:36:00,0,0
13891.0,863.5600000000001,3,2010-11-26 15:57:00,377,2
13892.0,1267.6499999999999,6,2011-11-13 11:50:00,26,3
13893.0,821.1,1,2011-02-15 11:30:00,297,2
13894.0,564.62,3,2011-11-16 09:44:00,23,1
13895.0,4008.52,6,2011-11-11 16:57:00,27,0
13896.0,388.55,1,2010-03-24 08:55:00,625,2
13897.0,1160.72,3,2011-10-20 14:30:00,49,1
13898.0,686.4,2,2011-01-18 10:28:00,325,2
13899.0,388.52,2,2011-11-23 13:40:00,15,1
13900.0,1610.59,6,2011-06-09 19:26:00,182,3
13903.0,165.45000000000002,1,2010-11-04 17:44:00,399,2
13904.0,332.64,2,2011-11-02 13:41:00,36,1
13905.0,312.65,1,2009-12-07 11:41:00,732,2
13906.0,42.0,1,2010-10-26 15:00:00,408,2
13907.0,136.8,1,2010-01-17 12:22:00,691,2
13908.0,2319.55,4,2011-09-21 11:49:00,79,3
13909.0,286.6,2,2010-10-12 17:22:00,422,2
13912.0,124.95,1,2010-10-12 08:43:00,423,2
13913.0,42.22,1,2010-07-21 10:11:00,506,2
13914.0,626.45,2,2011-11-28 10:35:00,11,1
13915.0,70.80000000000001,1,2010-11-10 15:17:00,393,2
13916.0,1275.81,4,2010-09-02 10:04:00,463,2
13917.0,272.04,2,2011-10-21 09:56:00,49,1
13918.0,1212.8400000000001,2,2011-10-21 12:25:00,49,1
13919.0,1252.68,4,2011-10-11 14:24:00,58,1
13920.0,1774.68,4,2010-10-04 12:37:00,431,2
13921.0,730.7,4,2010-11-02 16:32:00,401,2
13922.0,865.2,3,2010-12-23 10:38:00,351,2
13923.0,351.13,1,2011-10-17 12:33:00,53,1
13924.0,1838.8500000000001,6,2011-12-08 09:39:00,1,3
13925.0,678.25,4,2011-09-08 12:47:00,92,1
13926.0,223.85000000000002,1,2011-11-16 13:16:00,22,1
13927.0,708.26,2,2011-09-26 12:00:00,74,1
13928.0,464.57,4,2011-11-29 10:33:00,10,1
13929.0,3494.1,11,2011-06-23 15:26:00,168,0
13930.0,337.34,2,2011-10-13 09:45:00,57,1
13932.0,307.4,1,2011-02-18 12:02:00,294,2
13933.0,608.7900000000001,2,2011-08-22 14:03:00,108,1
13934.0,922.1,1,2011-03-21 08:39:00,263,1
13936.0,939.66,3,2011-06-13 08:47:00,179,1
13937.0,880.13,2,2011-06-23 16:35:00,168,1
13938.0,71.66,1,2011-11-04 14:37:00,34,1
13939.0,1560.96,7,2011-11-16 13:33:00,22,3
13940.0,839.14,4,2011-11-22 15:15:00,16,1
13942.0,320.0,1,2010-06-23 12:35:00,534,2
13943.0,246.54,1,2010-05-11 11:30:00,577,2
13944.0,200.43,1,2010-02-24 15:02:00,652,2
13945.0,854.15,2,2010-11-10 10:00:00,394,2
13946.0,1876.23,6,2011-09-21 13:33:00,78,3
13947.0,90.6,1,2011-10-05 14:42:00,64,1
13948.0,548.76,4,2010-12-14 10:18:00,360,2
13949.0,2427.32,6,2011-12-07 09:35:00,2,3
13950.0,745.06,4,2011-11-28 14:44:00,10,1
13951.0,674.45,3,2011-06-16 16:43:00,175,1
13954.0,439.92,2,2011-12-08 12:50:00,1,1
13955.0,545.17,3,2011-07-08 17:19:00,153,1
13956.0,1026.42,5,2011-12-04 13:20:00,4,3
13957.0,458.25,3,2010-10-18 10:02:00,417,2
13958.0,4709.2300000000005,8,2010-11-25 10:11:00,379,0
13959.0,1076.18,6,2011-09-21 15:06:00,78,3
13960.0,230.22,2,2011-11-18 15:27:00,20,1
13961.0,538.4,1,2010-11-12 14:40:00,391,2
13962.0,362.8,3,2011-11-18 08:47:00,21,1
13964.0,438.9,2,2010-11-17 13:53:00,386,2
13965.0,996.61,3,2010-08-20 10:40:00,476,2
13966.0,390.86,1,2010-09-30 13:08:00,434,2
13967.0,166.3,2,2011-07-17 12:02:00,145,1
13968.0,123.66,1,2010-10-12 13:22:00,422,2
13970.0,846.55,2,2010-11-18 13:21:00,385,2
13971.0,4667.57,14,2011-11-21 12:06:00,18,0
13972.0,190.25,2,2011-09-30 11:54:00,70,1
13973.0,264.7,1,2011-02-25 15:21:00,286,2
13974.0,677.72,2,2011-10-21 14:41:00,48,1
13976.0,1192.36,4,2011-05-17 09:13:00,206,1
13977.0,519.8100000000001,1,2010-10-24 14:08:00,410,2
13978.0,196.79000000000002,2,2011-11-25 11:36:00,14,1
13979.0,3409.93,7,2011-09-27 13:32:00,72,0
13980.0,799.92,5,2011-10-10 13:34:00,59,1
13981.0,331.14,1,2010-10-20 10:03:00,415,2
13982.0,4445.59,9,2011-10-31 16:24:00,38,0
13984.0,2048.6,12,2011-11-13 12:38:00,26,0
13986.0,320.46,1,2011-11-22 15:00:00,16,1
13987.0,682.54,2,2010-11-25 10:20:00,379,2
13988.0,4757.8,8,2011-11-20 10:15:00,19,0
13989.0,2026.06,5,2011-10-05 09:47:00,65,3
13990.0,311.3,1,2011-05-10 15:19:00,212,1
13991.0,854.97,6,2011-11-27 16:18:00,11,3
13992.0,219.5,3,2011-11-09 15:23:00,29,1
13994.0,2313.14,6,2011-12-06 11:05:00,3,3
13995.0,3902.01,14,2011-11-24 14:22:00,14,0
13996.0,845.76,2,2010-11-18 16:27:00,385,2
13997.0,382.31,3,2010-07-08 18:06:00,518,2
13998.0,566.7,3,2010-09-19 10:20:00,446,2
14000.0,2046.3400000000001,5,2011-05-12 16:50:00,210,3
14001.0,4530.09,9,2011-10-25 10:31:00,45,0
14002.0,529.73,2,2011-07-28 15:55:00,133,1
14003.0,209.41,1,2009-12-07 08:53:00,732,2
14005.0,2874.72,5,2011-11-30 12:41:00,9,3
14006.0,2196.67,7,2011-08-16 09:39:00,115,3
14007.0,79.48,1,2010-07-15 09:06:00,512,2
14008.0,509.04,1,2010-10-03 13:09:00,431,2
14009.0,1099.91,3,2011-05-25 15:47:00,197,1
14010.0,445.15,2,2010-05-23 13:00:00,564,2
14011.0,457.82,2,2010-08-16 15:31:00,479,2
14012.0,328.8,1,2011-03-07 12:26:00,277,1
14013.0,1084.57,5,2011-08-21 15:01:00,109,3
14014.0,1948.21,3,2011-09-23 13:18:00,76,3
14015.0,917.34,1,2011-10-18 10:02:00,52,1
14017.0,229.75,1,2010-05-17 14:52:00,570,2
14018.0,367.15000000000003,1,2010-03-04 14:23:00,644,2
14019.0,1421.61,3,2011-10-24 10:13:00,46,1
14020.0,1249.01,4,2011-11-23 09:22:00,16,1
14021.0,1716.58,7,2011-07-07 15:46:00,154,3
14022.0,792.15,2,2011-04-28 14:39:00,224,1
14023.0,584.07,2,2011-12-02 13:58:00,6,1
14024.0,645.74,3,2011-08-10 11:30:00,121,1
14025.0,4057.9,8,2010-09-01 10:11:00,464,0
14026.0,713.11,2,2010-08-26 10:31:00,470,2
14027.0,104.82,1,2011-10-10 09:01:00,60,1
14029.0,467.66,2,2011-10-07 14:46:00,62,1
14032.0,4850.2699999999995,16,2011-12-07 15:23:00,1,0
14033.0,109.44,1,2010-06-02 15:10:00,554,2
14034.0,651.8199999999999,3,2011-11-17 14:02:00,21,1
14035.0,2856.72,9,2011-11-11 10:03:00,28,0
14036.0,626.65,1,2011-02-28 09:26:00,284,1
14037.0,836.95,6,2011-06-16 13:57:00,175,3
14038.0,3069.88,5,2011-09-22 13:37:00,77,3
14039.0,267.28000000000003,2,2011-11-06 13:48:00,32,1
14041.0,141.41,1,2011-03-18 13:25:00,265,1
14042.0,431.98,1,2009-12-14 15:07:00,724,2
14043.0,304.25,2,2010-08-05 18:18:00,490,2
14044.0,3119.35,10,2011-11-13 12:05:00,26,0
14046.0,151.59,1,2011-02-28 14:48:00,283,2
14047.0,4255.03,14,2011-12-01 11:43:00,8,0
14048.0,748.69,3,2011-02-07 14:53:00,304,2
14050.0,746.36,2,2011-11-08 10:00:00,31,1
14052.0,480.81,2,2011-11-20 12:30:00,19,1
14053.0,572.3,4,2011-08-07 14:27:00,123,1
14054.0,92.46,1,2011-10-05 15:49:00,64,1
14055.0,1520.96,3,2011-08-25 15:04:00,105,1
14058.0,469.19,2,2010-09-03 09:31:00,462,2
14059.0,183.6,1,2011-03-18 10:06:00,266,1
14061.0,917.4300000000001,3,2010-07-20 17:22:00,506,2
14064.0,3332.42,15,2011-11-10 13:14:00,28,0
14065.0,891.02,3,2010-11-15 16:13:00,388,2
14066.0,152.55,1,2011-03-18 12:21:00,266,1
14067.0,374.7,2,2011-10-07 10:21:00,63,1
14068.0,1528.3700000000001,4,2011-01-23 16:02:00,319,3
14069.0,230.06,2,2010-07-13 12:12:00,514,2
14070.0,326.55,1,2010-01-24 12:27:00,684,2
14071.0,1424.0,8,2011-12-06 12:27:00,3,3
14072.0,390.85,1,2010-02-11 12:31:00,666,2
14073.0,151.04,1,2011-11-07 15:49:00,31,1
14074.0,219.39999999999998,1,2010-03-26 13:55:00,622,2
14075.0,1724.87,5,2011-12-05 08:38:00,4,3
14076.0,122.47,1,2011-08-02 15:19:00,128,1
14077.0,615.0799999999999,6,2011-10-30 12:35:00,40,3
14078.0,1690.98,9,2011-08-30 12:16:00,101,3
14079.0,375.1,1,2011-08-07 12:10:00,124,1
14080.0,1115.68,5,2011-11-07 11:09:00,32,3
14082.0,413.36,2,2010-12-10 11:02:00,364,2
14083.0,1407.26,11,2011-12-05 13:14:00,3,3
14084.0,150.5,1,2010-07-15 14:36:00,511,2
14086.0,39.95,1,2010-09-03 10:52:00,462,2
14087.0,846.22,3,2011-12-07 12:41:00,2,1
14089.0,161.0,1,2011-10-14 10:38:00,56,1
14090.0,76.32000000000001,1,2011-01-19 10:51:00,324,2
14093.0,442.85,1,2011-11-27 16:27:00,11,1
14094.0,335.22,1,2010-09-26 11:58:00,439,2
14095.0,2.95,1,2009-12-17 12:49:00,722,2
14097.0,422.85999999999996,2,2010-08-15 14:20:00,480,2
14098.0,147.35,1,2011-11-03 10:13:00,36,1
14100.0,194.9,1,2011-07-25 11:01:00,137,1
14102.0,1360.28,5,2011-12-04 15:38:00,4,3
14104.0,768.5799999999999,5,2011-07-08 12:50:00,154,1
14106.0,214.79999999999998,1,2009-12-02 14:09:00,736,2
14107.0,4877.3,11,2011-10-19 12:12:00,51,0
14108.0,1044.96,4,2011-11-09 10:41:00,30,1
14109.0,144.2,1,2011-09-28 10:18:00,72,1
14111.0,692.85,4,2011-11-25 13:44:00,13,1
14114.0,1364.09,7,2011-03-11 09:42:00,273,3
14115.0,622.6700000000001,2,2010-07-26 12:36:00,501,2
14116.0,1382.74,5,2011-11-20 10:29:00,19,3
14117.0,90.0,1,2011-07-19 09:49:00,143,1
14118.0,458.45,1,2010-10-07 11:59:00,428,2
14119.0,183.37,2,2010-11-29 10:33:00,375,2
14121.0,2780.15,4,2011-12-06 12:19:00,3,3
14122.0,362.42,3,2010-10-29 15:11:00,405,2
14123.0,436.18,1,2009-12-06 15:35:00,732,2
14124.0,419.58000000000004,1,2011-09-16 13:32:00,83,1
14125.0,2740.43,3,2011-11-29 12:47:00,10,3
14126.0,1172.46,4,2011-12-02 11:45:00,7,1
14127.0,1900.0800000000002,6,2011-08-09 10:49:00,122,3
14128.0,924.21,3,2011-10-10 12:00:00,60,1
14129.0,2591.34,9,2011-12-08 11:02:00,1,0
14130.0,1882.67,4,2011-01-24 16:05:00,318,3
14131.0,187.87,1,2010-03-01 11:59:00,648,2
14132.0,3586.0299999999997,11,2011-12-07 13:35:00,1,0
14133.0,911.14,4,2011-08-02 11:34:00,129,1
14136.0,1570.81,5,2010-11-04 11:53:00,400,2
14137.0,332.7,1,2010-01-13 12:30:00,695,2
14138.0,982.3800000000001,2,2011-12-08 12:44:00,1,1
14139.0,1086.8,4,2011-10-24 13:34:00,45,1
14140.0,935.05,2,2011-12-06 09:05:00,3,1
14141.0,915.13,4,2011-12-07 09:53:00,2,1
14142.0,983.15,2,2010-12-01 16:33:00,372,2
14143.0,115.8,1,2011-07-29 09:48:00,133,1
14144.0,30.599999999999998,1,2010-08-10 15:17:00,485,2
14147.0,2590.2,9,2011-09-22 18:10:00,77,0
14148.0,466.29,2,2011-04-20 12:02:00,233,1
14149.0,446.62,1,2011-05-03 09:44:00,220,1
14150.0,658.64,2,2011-11-04 10:05:00,35,1
14151.0,679.45,2,2010-02-04 15:35:00,672,2
14152.0,1997.3400000000001,7,2011-09-25 12:54:00,74,3
14153.0,233.4,1,2010-08-13 14:35:00,482,2
14155.0,118.75,1,2011-03-18 14:13:00,265,1
14157.0,1002.78,5,2011-11-20 11:32:00,19,3
14158.0,507.66,1,2011-10-30 15:08:00,39,1
14161.0,3318.88,7,2011-05-08 11:41:00,215,0
14162.0,289.36,2,2011-06-19 11:36:00,173,1
14163.0,2594.62,5,2011-09-13 15:18:00,86,3
14164.0,1631.77,2,2011-09-30 12:24:00,70,1
14165.0,122.53999999999999,1,2011-03-09 12:39:00,275,1
14166.0,256.85,2,2010-07-22 19:42:00,504,2
14167.0,1296.49,8,2011-10-31 14:29:00,38,3
14168.0,370.45,2,2010-10-15 10:49:00,420,2
14169.0,616.03,2,2010-10-05 08:45:00,430,2
14170.0,597.33,3,2010-11-29 13:10:00,374,2
14171.0,498.79,2,2011-09-02 16:43:00,97,1
14172.0,402.72,3,2010-04-13 13:26:00,604,2
14173.0,586.0,6,2011-11-29 11:54:00,10,3
14174.0,134.46,1,2011-11-06 13:17:00,32,1
14176.0,916.01,5,2011-02-15 13:12:00,296,3
14177.0,2229.34,13,2011-09-14 15:11:00,85,0
14178.0,1600.93,7,2011-12-01 12:01:00,8,3
14179.0,719.78,2,2011-10-30 12:07:00,40,1
14181.0,310.55,2,2010-10-25 08:27:00,410,2
14182.0,678.77,4,2010-09-22 11:45:00,443,2
14183.0,286.29,2,2010-10-24 14:45:00,410,2
14184.0,452.89,1,2011-10-04 12:43:00,66,1
14185.0,197.65,1,2011-01-12 13:52:00,330,2
14186.0,1550.63,5,2010-10-08 13:30:00,426,2
14187.0,123.5,1,2010-08-23 12:06:00,473,2
14188.0,2054.36,6,2011-11-09 12:45:00,30,3
14190.0,79.9,1,2010-02-11 14:27:00,665,2
14191.0,4817.66,15,2011-12-08 09:23:00,1,0
14192.0,293.74,1,2010-11-16 17:44:00,387,2
14193.0,1210.19,3,2011-10-03 09:34:00,67,1
14195.0,2615.6,6,2011-05-22 10:29:00,201,3
14196.0,335.52,1,2011-08-25 10:25:00,106,1
14197.0,390.05,1,2010-10-25 10:01:00,410,2
14198.0,1569.73,9,2011-11-21 16:35:00,17,3
14199.0,1091.7,4,2011-05-05 13:44:00,217,1
14200.0,379.2,1,2010-04-01 13:01:00,616,2
14201.0,1193.54,10,2011-10-10 13:27:00,59,3
14202.0,847.76,3,2010-11-23 17:13:00,380,2
14203.0,339.34,1,2010-11-07 13:35:00,396,2
14204.0,1062.96,4,2011-12-07 13:38:00,1,1
14205.0,2414.2,9,2011-11-23 10:55:00,16,0
14206.0,1185.01,3,2011-04-14 16:38:00,238,1
14207.0,157.8,1,2010-01-21 09:33:00,687,2
14208.0,567.05,2,2011-09-06 12:48:00,94,1
14209.0,4993.27,15,2011-11-29 10:18:00,10,0
14212.0,2190.14,2,2011-09-11 12:45:00,89,3
14213.0,1192.2,1,2010-10-31 10:37:00,404,2
14214.0,1004.38,5,2011-11-09 10:31:00,30,3
14215.0,3416.33,9,2011-11-28 12:19:00,11,0
14216.0,2150.04,5,2011-12-06 14:56:00,2,3
14218.0,169.48000000000002,1,2011-10-28 10:00:00,42,1
14219.0,633.83,3,2011-12-05 16:23:00,3,1
14220.0,1515.0,4,2011-04-06 13:23:00,246,3
14222.0,683.17,1,2011-06-15 16:42:00,176,1
14223.0,991.13,3,2011-09-08 13:38:00,91,1
14224.0,1897.9,9,2011-08-21 13:24:00,109,3
14225.0,2037.02,4,2010-10-01 10:32:00,434,2
14226.0,3002.53,6,2011-11-11 11:34:00,28,3
14228.0,745.5,3,2010-09-28 09:45:00,437,2
14229.0,2594.04,7,2011-10-19 10:04:00,51,3
14230.0,979.8000000000001,3,2010-09-30 09:07:00,435,2
14231.0,1235.6200000000001,4,2011-06-09 11:05:00,183,1
14232.0,2048.07,5,2011-10-28 11:09:00,42,3
14233.0,2904.27,7,2011-10-21 15:54:00,48,3
14234.0,775.46,4,2011-11-17 17:53:00,21,1
14235.0,4717.99,9,2011-09-25 14:37:00,74,0
14236.0,1744.64,5,2011-09-20 09:13:00,80,3
14237.0,632.14,2,2010-12-01 13:20:00,372,2
14238.0,434.23,3,2011-01-17 14:40:00,325,2
14240.0,1247.49,3,2011-11-09 13:45:00,29,1
14241.0,333.70000000000005,2,2011-06-09 11:46:00,183,1
14242.0,280.55,2,2011-04-19 11:46:00,234,1
14244.0,366.41999999999996,1,2010-02-17 11:40:00,660,2
14245.0,1693.45,2,2011-05-04 08:40:00,219,1
14246.0,1474.06,3,2011-08-21 11:50:00,110,1
14247.0,772.66,5,2011-03-06 15:21:00,277,1
14248.0,1032.95,3,2011-01-25 14:45:00,317,2
14250.0,1904.05,3,2011-12-02 14:30:00,6,3
14251.0,2879.7000000000003,5,2011-12-08 08:32:00,1,3
14252.0,350.99,1,2010-11-23 13:36:00,380,2
14253.0,363.40000000000003,2,2010-08-03 14:55:00,492,2
14254.0,601.03,1,2010-10-03 11:52:00,432,2
14256.0,2473.9900000000002,5,2011-03-24 13:17:00,259,3
14259.0,120.0,1,2011-07-21 10:44:00,141,1
14260.0,824.28,3,2010-08-25 14:55:00,470,2
14261.0,1163.45,2,2011-10-20 10:04:00,50,1
14262.0,2618.23,8,2011-12-01 14:17:00,7,3
14263.0,322.93,1,2010-10-12 14:09:00,422,2
14264.0,1517.3600000000001,6,2011-07-08 10:20:00,154,3
14265.0,1373.35,4,2011-08-22 13:32:00,108,3
14266.0,40.56,1,2010-10-07 13:32:00,427,2
14267.0,1516.24,3,2011-06-30 10:09:00,162,1
14268.0,354.85,1,2010-08-26 10:45:00,470,2
14269.0,295.73,1,2010-09-26 12:53:00,438,2
14270.0,492.65000000000003,1,2011-01-12 09:33:00,331,2
14271.0,219.13,2,2011-04-28 12:47:00,225,1
14272.0,920.81,4,2011-09-27 10:08:00,73,1
14273.0,559.97,4,2011-10-19 13:20:00,50,1
14274.0,256.6,1,2010-01-22 12:51:00,685,2
14275.0,1189.3799999999999,6,2010-11-09 09:06:00,395,3
14276.0,2102.68,7,2011-09-02 09:45:00,98,3
14278.0,205.83,1,2010-10-26 12:07:00,409,2
14279.0,191.86,2,2010-07-07 08:42:00,520,2
14280.0,134.04,1,2011-05-27 10:37:00,196,1
14281.0,245.15,1,2010-10-27 14:45:00,407,2
14283.0,628.4399999999999,4,2010-09-02 14:46:00,462,2
14284.0,1299.65,3,2011-11-09 08:11:00,30,1
14285.0,3284.42,8,2011-11-18 14:50:00,20,0
14287.0,176.63,3,2011-12-01 13:25:00,7,1
14288.0,426.6,1,2011-05-10 13:22:00,212,1
14289.0,911.26,6,2011-12-01 11:44:00,8,3
14290.0,4516.56,8,2011-11-28 14:02:00,10,0
14293.0,3267.9300000000003,9,2011-12-06 15:17:00,2,0
14294.0,375.34,1,2010-10-28 16:25:00,406,2
14295.0,2352.91,4,2011-10-30 15:50:00,39,3
14296.0,456.40000000000003,2,2010-10-14 14:14:00,420,2
14297.0,1305.33,4,2011-11-22 09:06:00,17,3
14300.0,43.2,1,2011-11-21 08:57:00,18,1
14301.0,1992.18,4,2011-08-14 15:33:00,116,3
14302.0,742.9000000000001,3,2010-10-05 08:10:00,430,2
14303.0,277.94,2,2010-10-28 15:37:00,406,2
14304.0,1725.01,3,2011-05-01 11:50:00,222,3
14305.0,1858.96,3,2011-09-29 15:29:00,70,3
